set,iteration,mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin,name
T,6,19.2,8,305.0,145.0,3425,13.2,78,1,chevrolet monte carlo landau
T,6,17.7,6,231.0,165.0,3445,13.4,78,1,buick regal sport coupe (turbo)
T,6,18.1,8,302.0,139.0,3205,11.2,78,1,ford futura
T,6,17.5,8,318.0,140.0,4080,13.7,78,1,dodge magnum xe
T,6,30.0,4,98.0,68.0,2155,16.5,78,1,chevrolet chevette
T,6,27.5,4,134.0,95.0,2560,14.2,78,3,toyota corona
T,6,27.2,4,119.0,97.0,2300,14.7,78,3,datsun 510
T,6,30.9,4,105.0,75.0,2230,14.5,78,1,dodge omni
T,6,21.1,4,134.0,95.0,2515,14.8,78,3,toyota celica gt liftback
T,6,23.2,4,156.0,105.0,2745,16.7,78,1,plymouth sapporo
T,6,23.8,4,151.0,85.0,2855,17.6,78,1,oldsmobile starfire sx
T,6,23.9,4,119.0,97.0,2405,14.9,78,3,datsun 200-sx
T,6,20.3,5,131.0,103.0,2830,15.9,78,2,audi 5000
T,6,17.0,6,163.0,125.0,3140,13.6,78,2,volvo 264gl
T,6,21.6,4,121.0,115.0,2795,15.7,78,2,saab 99gle
T,6,16.2,6,163.0,133.0,3410,15.8,78,2,peugeot 604sl
T,6,31.5,4,89.0,71.0,1990,14.9,78,2,volkswagen scirocco
T,6,29.5,4,98.0,68.0,2135,16.6,78,3,honda accord lx
T,6,21.5,6,231.0,115.0,3245,15.4,79,1,pontiac lemans v6
T,6,19.8,6,200.0,85.0,2990,18.2,79,1,mercury zephyr 6
T,6,22.3,4,140.0,88.0,2890,17.3,79,1,ford fairmont 4
T,6,20.2,6,232.0,90.0,3265,18.2,79,1,amc concord dl 6
T,6,20.6,6,225.0,110.0,3360,16.6,79,1,dodge aspen 6
T,6,17.0,8,305.0,130.0,3840,15.4,79,1,chevrolet caprice classic
T,6,17.6,8,302.0,129.0,3725,13.4,79,1,ford ltd landau
T,6,16.5,8,351.0,138.0,3955,13.2,79,1,mercury grand marquis
T,6,18.2,8,318.0,135.0,3830,15.2,79,1,dodge st. regis
T,6,16.9,8,350.0,155.0,4360,14.9,79,1,buick estate wagon (sw)
T,6,15.5,8,351.0,142.0,4054,14.3,79,1,ford country squire (sw)
T,6,19.2,8,267.0,125.0,3605,15.0,79,1,chevrolet malibu classic (sw)
T,6,18.5,8,360.0,150.0,3940,13.0,79,1,chrysler lebaron town @ country (sw)
T,6,31.9,4,89.0,71.0,1925,14.0,79,2,vw rabbit custom
T,6,34.1,4,86.0,65.0,1975,15.2,79,3,maxda glc deluxe
T,6,35.7,4,98.0,80.0,1915,14.4,79,1,dodge colt hatchback custom
T,6,27.4,4,121.0,80.0,2670,15.0,79,1,amc spirit dl
T,6,25.4,5,183.0,77.0,3530,20.1,79,2,mercedes benz 300d
T,6,23.0,8,350.0,125.0,3900,17.4,79,1,cadillac eldorado
T,6,27.2,4,141.0,71.0,3190,24.8,79,2,peugeot 504
T,6,23.9,8,260.0,90.0,3420,22.2,79,1,oldsmobile cutlass salon brougham
T,6,34.2,4,105.0,70.0,2200,13.2,79,1,plymouth horizon
T,6,34.5,4,105.0,70.0,2150,14.9,79,1,plymouth horizon tc3
T,6,31.8,4,85.0,65.0,2020,19.2,79,3,datsun 210
T,6,37.3,4,91.0,69.0,2130,14.7,79,2,fiat strada custom
T,6,28.4,4,151.0,90.0,2670,16.0,79,1,buick skylark limited
T,6,28.8,6,173.0,115.0,2595,11.3,79,1,chevrolet citation
T,6,26.8,6,173.0,115.0,2700,12.9,79,1,oldsmobile omega brougham
T,6,33.5,4,151.0,90.0,2556,13.2,79,1,pontiac phoenix
T,6,41.5,4,98.0,76.0,2144,14.7,80,2,vw rabbit
T,6,38.1,4,89.0,60.0,1968,18.8,80,3,toyota corolla tercel
T,6,32.1,4,98.0,70.0,2120,15.5,80,1,chevrolet chevette
T,6,37.2,4,86.0,65.0,2019,16.4,80,3,datsun 310
T,6,28.0,4,151.0,90.0,2678,16.5,80,1,chevrolet citation
T,6,26.4,4,140.0,88.0,2870,18.1,80,1,ford fairmont
T,6,24.3,4,151.0,90.0,3003,20.1,80,1,amc concord
T,6,19.1,6,225.0,90.0,3381,18.7,80,1,dodge aspen
T,6,34.3,4,97.0,78.0,2188,15.8,80,2,audi 4000
T,6,29.8,4,134.0,90.0,2711,15.5,80,3,toyota corona liftback
V,6,31.3,4,120.0,75.0,2542,17.5,80,3,mazda 626
V,6,37.0,4,119.0,92.0,2434,15.0,80,3,datsun 510 hatchback
V,6,32.2,4,108.0,75.0,2265,15.2,80,3,toyota corolla
V,6,46.6,4,86.0,65.0,2110,17.9,80,3,mazda glc
V,6,27.9,4,156.0,105.0,2800,14.4,80,1,dodge colt
V,6,40.8,4,85.0,65.0,2110,19.2,80,3,datsun 210
V,6,44.3,4,90.0,48.0,2085,21.7,80,2,vw rabbit c (diesel)
V,6,43.4,4,90.0,48.0,2335,23.7,80,2,vw dasher (diesel)
V,6,36.4,5,121.0,67.0,2950,19.9,80,2,audi 5000s (diesel)
V,6,30.0,4,146.0,67.0,3250,21.8,80,2,mercedes-benz 240d
V,6,44.6,4,91.0,67.0,1850,13.8,80,3,honda civic 1500 gl
V,6,40.9,4,85.0,,1835,17.3,80,2,renault lecar deluxe
V,6,33.8,4,97.0,67.0,2145,18.0,80,3,subaru dl
V,6,29.8,4,89.0,62.0,1845,15.3,80,2,vokswagen rabbit
V,6,32.7,6,168.0,132.0,2910,11.4,80,3,datsun 280-zx
V,6,23.7,3,70.0,100.0,2420,12.5,80,3,mazda rx-7 gs
V,6,35.0,4,122.0,88.0,2500,15.1,80,2,triumph tr7 coupe
V,6,23.6,4,140.0,,2905,14.3,80,1,ford mustang cobra
V,6,32.4,4,107.0,72.0,2290,17.0,80,3,honda accord
V,6,27.2,4,135.0,84.0,2490,15.7,81,1,plymouth reliant
V,6,26.6,4,151.0,84.0,2635,16.4,81,1,buick skylark
V,6,25.8,4,156.0,92.0,2620,14.4,81,1,dodge aries wagon (sw)
V,6,23.5,6,173.0,110.0,2725,12.6,81,1,chevrolet citation
V,6,30.0,4,135.0,84.0,2385,12.9,81,1,plymouth reliant
V,6,39.1,4,79.0,58.0,1755,16.9,81,3,toyota starlet
V,6,39.0,4,86.0,64.0,1875,16.4,81,1,plymouth champ
V,6,35.1,4,81.0,60.0,1760,16.1,81,3,honda civic 1300
V,6,32.3,4,97.0,67.0,2065,17.8,81,3,subaru
V,6,37.0,4,85.0,65.0,1975,19.4,81,3,datsun 210 mpg
V,6,37.7,4,89.0,62.0,2050,17.3,81,3,toyota tercel
V,6,34.1,4,91.0,68.0,1985,16.0,81,3,mazda glc 4
V,6,34.7,4,105.0,63.0,2215,14.9,81,1,plymouth horizon 4
V,6,34.4,4,98.0,65.0,2045,16.2,81,1,ford escort 4w
V,6,29.9,4,98.0,65.0,2380,20.7,81,1,ford escort 2h
V,6,33.0,4,105.0,74.0,2190,14.2,81,2,volkswagen jetta
V,6,34.5,4,100.0,,2320,15.8,81,2,renault 18i
V,6,33.7,4,107.0,75.0,2210,14.4,81,3,honda prelude
V,6,32.4,4,108.0,75.0,2350,16.8,81,3,toyota corolla
V,6,32.9,4,119.0,100.0,2615,14.8,81,3,datsun 200sx
V,6,31.6,4,120.0,74.0,2635,18.3,81,3,mazda 626
V,6,28.1,4,141.0,80.0,3230,20.4,81,2,peugeot 505s turbo diesel
V,6,30.7,6,145.0,76.0,3160,19.6,81,2,volvo diesel
V,6,25.4,6,168.0,116.0,2900,12.6,81,3,toyota cressida
V,6,24.2,6,146.0,120.0,2930,13.8,81,3,datsun 810 maxima
V,6,22.4,6,231.0,110.0,3415,15.8,81,1,buick century
V,6,26.6,8,350.0,105.0,3725,19.0,81,1,oldsmobile cutlass ls
V,6,20.2,6,200.0,88.0,3060,17.1,81,1,ford granada gl
V,6,17.6,6,225.0,85.0,3465,16.6,81,1,chrysler lebaron salon
V,6,28.0,4,112.0,88.0,2605,19.6,82,1,chevrolet cavalier
V,6,27.0,4,112.0,88.0,2640,18.6,82,1,chevrolet cavalier wagon
V,6,34.0,4,112.0,88.0,2395,18.0,82,1,chevrolet cavalier 2-door
V,6,31.0,4,112.0,85.0,2575,16.2,82,1,pontiac j2000 se hatchback
V,6,29.0,4,135.0,84.0,2525,16.0,82,1,dodge aries se
V,6,27.0,4,151.0,90.0,2735,18.0,82,1,pontiac phoenix
V,6,24.0,4,140.0,92.0,2865,16.4,82,1,ford fairmont futura
V,6,23.0,4,151.0,,3035,20.5,82,1,amc concord dl
V,6,36.0,4,105.0,74.0,1980,15.3,82,2,volkswagen rabbit l
V,6,37.0,4,91.0,68.0,2025,18.2,82,3,mazda glc custom l
V,6,31.0,4,91.0,68.0,1970,17.6,82,3,mazda glc custom
V,6,38.0,4,105.0,63.0,2125,14.7,82,1,plymouth horizon miser
V,6,36.0,4,98.0,70.0,2125,17.3,82,1,mercury lynx l
V,6,36.0,4,120.0,88.0,2160,14.5,82,3,nissan stanza xe
V,6,36.0,4,107.0,75.0,2205,14.5,82,3,honda accord
V,6,34.0,4,108.0,70.0,2245,16.9,82,3,toyota corolla
V,6,38.0,4,91.0,67.0,1965,15.0,82,3,honda civic
V,6,32.0,4,91.0,67.0,1965,15.7,82,3,honda civic (auto)
V,6,38.0,4,91.0,67.0,1995,16.2,82,3,datsun 310 gx
V,6,25.0,6,181.0,110.0,2945,16.4,82,1,buick century limited
V,6,38.0,6,262.0,85.0,3015,17.0,82,1,oldsmobile cutlass ciera (diesel)
V,6,26.0,4,156.0,92.0,2585,14.5,82,1,chrysler lebaron medallion
V,6,22.0,6,232.0,112.0,2835,14.7,82,1,ford granada l
V,6,32.0,4,144.0,96.0,2665,13.9,82,3,toyota celica gt
V,6,36.0,4,135.0,84.0,2370,13.0,82,1,dodge charger 2.2
V,6,27.0,4,151.0,90.0,2950,17.3,82,1,chevrolet camaro
V,6,27.0,4,140.0,86.0,2790,15.6,82,1,ford mustang gl
V,6,44.0,4,97.0,52.0,2130,24.6,82,2,vw pickup
V,6,32.0,4,135.0,84.0,2295,11.6,82,1,dodge rampage
V,6,28.0,4,120.0,79.0,2625,18.6,82,1,ford ranger
V,6,31.0,4,119.0,82.0,2720,19.4,82,1,chevy s-10
